Petition,URL,State,Signatures Count
"Allow Registered Paramedics, Midwives and Nurses to use Green Beacons",https://petition.parliament.uk/petitions/549969,open,41
Early release for all prisoners who have been locked up through covid ,https://petition.parliament.uk/petitions/550490,open,39
Require schools to teach about environmental conservation,https://petition.parliament.uk/petitions/553207,open,30
Stop courts being able to grant care orders based on risk of future suffering,https://petition.parliament.uk/petitions/556185,open,21
Ensure latex free PCR COVID test kits are available.,https://petition.parliament.uk/petitions/557246,open,442
Create a £3 coin,https://petition.parliament.uk/petitions/559323,open,14
Fund a public awareness campaign that cycling on the pavement is illegal,https://petition.parliament.uk/petitions/563185,open,26
Increase unemployment benefits to match furlough scheme backdated to March 2020 ,https://petition.parliament.uk/petitions/564261,open,15
Scrap the Minimum Income Floor for Self-Employed people on Universal Credit,https://petition.parliament.uk/petitions/570017,open,292
Fund laser hair removal free on the NHS for women with polycystic ovaries (PCOS),https://petition.parliament.uk/petitions/570730,open,140
Public inquiry into sentencing for child sexual offences,https://petition.parliament.uk/petitions/571641,open,55
Ensure any Assisted Dying Bill includes people suffering with dementia,https://petition.parliament.uk/petitions/571862,open,61
Set a target for 100% renewable energy by 2022,https://petition.parliament.uk/petitions/572218,open,32
Make abuse and assault of retail workers a specific criminal offence,https://petition.parliament.uk/petitions/573442,open,33
Suspend extradition to the United Arab Emirates,https://petition.parliament.uk/petitions/573917,open,37
End all military support and arm sales to Saudi Arabia,https://petition.parliament.uk/petitions/574192,open,127
Give students who got A-level results in 2020 options for alternative grades,https://petition.parliament.uk/petitions/574241,open,103
Remove emergency powers that enable the Government to implement lockdowns,https://petition.parliament.uk/petitions/574243,open,50
Make being non-binary a protected characteristic under the Equality Act 2010,https://petition.parliament.uk/petitions/574398,open,249
Make mental health training mandatory in all workplaces,https://petition.parliament.uk/petitions/574870,open,59
Anti-racism lessons should be made compulsory in schools,https://petition.parliament.uk/petitions/574884,open,127
Ban packaging that is not biodegradable or domestically recyclable,https://petition.parliament.uk/petitions/574939,open,87
Ban negative portrayals of healthy and normal body types in adverts,https://petition.parliament.uk/petitions/574956,open,15
Add a 'sustainability charge' on meat products to cover their environmental cost,https://petition.parliament.uk/petitions/574990,open,90
Make use of a Slingshot or Catapult illegal,https://petition.parliament.uk/petitions/575009,open,1677
Modify arrangements for Home Education of children with an EHCP,https://petition.parliament.uk/petitions/575022,open,57
Create new body to oversee and sanction MPs for dishonesty,https://petition.parliament.uk/petitions/575036,open,919
Create an Events Cancellation Fund for the events sector,https://petition.parliament.uk/petitions/575052,open,25
Make it illegal to post photos of under 16s online,https://petition.parliament.uk/petitions/575101,open,10
Approve the Whitehaven Coal Mine in Cumbria,https://petition.parliament.uk/petitions/575109,open,1608
Ensure registered electricians can pull DNO fuses for work,https://petition.parliament.uk/petitions/575110,open,44
Abolish VAT on Silver Bullion in the UK,https://petition.parliament.uk/petitions/575122,open,384
Require all new automobiles be fitted with padded foot pedal covers,https://petition.parliament.uk/petitions/575132,open,10
Require 1921 Census details be released on 1st July 2021 instead of January 2022,https://petition.parliament.uk/petitions/575133,open,29
Reform arrangements for benefits for people with lifelong disabilities,https://petition.parliament.uk/petitions/575154,open,126
Prohibit the publication of addresses of defendants and convicted offenders,https://petition.parliament.uk/petitions/575185,open,214
Fund parental leave for self-employed parents equivalent to that for employees,https://petition.parliament.uk/petitions/575326,open,101
Increase penalties for illegal off-road driving,https://petition.parliament.uk/petitions/575361,open,701
Fund a Government anti-flytipping advertising campaign,https://petition.parliament.uk/petitions/575382,open,35
Prevent Social Housing landlords increasing rent this financial year,https://petition.parliament.uk/petitions/575436,open,17
Fund free HRT on the NHS for women experiencing the menopause,https://petition.parliament.uk/petitions/575472,open,3893
Make MHRA Yellow Card reporting mandatory for all medical professionals,https://petition.parliament.uk/petitions/575496,open,136
Introduce an independent regulator of the Child Maintenance Service,https://petition.parliament.uk/petitions/575575,open,178
Increase tax threshold for NHS/care/teachers & home schooling self-employed,https://petition.parliament.uk/petitions/575605,open,12
Legalize cannabis for recreational and medical use,https://petition.parliament.uk/petitions/575625,open,4336
Require a “none of the above” option for all elections/referendums,https://petition.parliament.uk/petitions/575629,open,40
Reintroduce The Eat Out To Help Out Scheme To Save The Hospitality Industry.,https://petition.parliament.uk/petitions/575642,open,75
Dogs that kill or maim any another animal should have to wear a muzzle in public,https://petition.parliament.uk/petitions/575661,open,39
Remove Ultra Small-Volume Vehicle Manufacturers from 2035 decarbonisation target,https://petition.parliament.uk/petitions/575759,open,116
Provide free basic wifi to all homes in England.,https://petition.parliament.uk/petitions/575842,open,26
Evenly spread the environmental charges applied to domestic gas and electricity.,https://petition.parliament.uk/petitions/575844,open,141
Tougher Laws/Penalties to tackle theft of Catalytic Converters ,https://petition.parliament.uk/petitions/575859,open,1444
Give pre-settled EU students access to home fees,https://petition.parliament.uk/petitions/575937,open,95
Mark Allen's Law - we want throwline stations around all bodies of open water,https://petition.parliament.uk/petitions/575967,open,103444
Offer all students the full maintenance loan no matter what their parents earn.,https://petition.parliament.uk/petitions/575973,open,28
Abolish or reduce immigration fees for Commonwealth Service Personnel,https://petition.parliament.uk/petitions/575976,open,33
Scrap the Voter ID requirement introduced in the Election Integrity Bill,https://petition.parliament.uk/petitions/576024,open,102412
Make beavers a protected species to protect them,https://petition.parliament.uk/petitions/576035,open,27
Settled Status for EU citizens who contributed as key workers during Covid-19.,https://petition.parliament.uk/petitions/576050,open,17
Increase sentences for crimes relating to bodily harm of another individual,https://petition.parliament.uk/petitions/576088,open,29
Change the way universal credit works for 4 weekly paid employees.,https://petition.parliament.uk/petitions/576183,open,100
Increase awareness of Juvenile Idiopathic Arthritis in UK schools,https://petition.parliament.uk/petitions/576198,open,1236
Allow all foster children over the age of 12 the choice of who to live with,https://petition.parliament.uk/petitions/576214,open,22
Fund free dental care for cancer patients in receipt of PIP or ESA,https://petition.parliament.uk/petitions/576215,open,14
Extend the forced Embryo Destruction time limit during the COVID-19 pandemic,https://petition.parliament.uk/petitions/576216,open,9
Exempt outdoor worship from any pandemic restrictions,https://petition.parliament.uk/petitions/576218,open,37
Reduce period for children (under 18) to settle in the UK to 5 years' residence,https://petition.parliament.uk/petitions/576223,open,33
Extend Embryo Destruction statutory cooling-off period by 1-year due to COVID,https://petition.parliament.uk/petitions/576251,open,8
Establish a permanent UK climate citizens assembly,https://petition.parliament.uk/petitions/576448,open,126
Ease gathering restrictions on religious festivals and holy days,https://petition.parliament.uk/petitions/576482,open,3312
Prioritise key workers for theory/practical driving tests,https://petition.parliament.uk/petitions/576502,open,19
"More funding & legal changes to improve, preserve and protect salmon & sea trout",https://petition.parliament.uk/petitions/576622,open,27
Offer Group B streptococcus (GBS) test to all pregnant women,https://petition.parliament.uk/petitions/576661,open,72
Allow people to register with more than 1 GP,https://petition.parliament.uk/petitions/576670,open,1099
Make British Sign Language (BSL) a compulsory subject in the national curriculum,https://petition.parliament.uk/petitions/576713,open,85
Require adverts to state when person's features have been enhanced or distorted,https://petition.parliament.uk/petitions/576724,open,1675
Bring in mandatory life sentences for online grooming of a child,https://petition.parliament.uk/petitions/576759,open,100
Ban “Gain of Function” research on viruses and bacteria in the UK,https://petition.parliament.uk/petitions/576773,open,104
Allow Cornish wedding vows,https://petition.parliament.uk/petitions/576865,open,134
Make lying in the House of Commons a criminal offence,https://petition.parliament.uk/petitions/576886,open,132089
Require all workplaces to have at least one Mental Health First Aider,https://petition.parliament.uk/petitions/576887,open,204
Ban battery rabbit farming,https://petition.parliament.uk/petitions/576893,open,2719
Increase funding to ensure all adults in England have access to an NHS dentist,https://petition.parliament.uk/petitions/576982,open,675
Require government ministers who break the law to be removed from post,https://petition.parliament.uk/petitions/577013,open,16954
Add fruit allergies to allergen requirements for food businesses,https://petition.parliament.uk/petitions/577088,open,35
Prohibit the publication of names of defendants prior to conviction,https://petition.parliament.uk/petitions/577124,open,17
Require post-1960 light aircraft be fitted with silencers or mufflers,https://petition.parliament.uk/petitions/577198,open,80
Replace the Landfill Tax with a waste premium,https://petition.parliament.uk/petitions/577264,open,17
Organise and fund a 6-week 'Summer of Fun' for children and young people,https://petition.parliament.uk/petitions/577275,open,24
"Extend 30 hrs free childcare for 3 & 4 year olds to those earning over £100,000",https://petition.parliament.uk/petitions/577291,open,15
Remove the hazard perception from the theory test,https://petition.parliament.uk/petitions/577298,open,10
Create a digital driving licence,https://petition.parliament.uk/petitions/577299,open,18
Publish monthly data of Aircraft activity by postcode,https://petition.parliament.uk/petitions/577316,open,86
Stop large public events being held until everyone is offered a COVID-19 vaccine,https://petition.parliament.uk/petitions/577365,open,20
Move May Bank Holiday(s) to June or July after Lockdown restrictions are lifted.,https://petition.parliament.uk/petitions/577379,open,11
"Confirm arrangements for 2022 GCSE, A-level and BTEC exams by summer 2021",https://petition.parliament.uk/petitions/577380,open,141
Extend local authorities' duty to support young people with EHCPs to age 27,https://petition.parliament.uk/petitions/577404,open,38
"Reform rules on Ministerial office, the House of Lords and political donations",https://petition.parliament.uk/petitions/577408,open,24
Provide compensation for flooding caused by former mines,https://petition.parliament.uk/petitions/577414,open,3413
Require the Smokefree National Helpline be on cigarette and tobacco packaging,https://petition.parliament.uk/petitions/577416,open,17
Require Planning Permission for laying of Astroturf Lawns / Artificial Grass,https://petition.parliament.uk/petitions/577436,open,12681
Increase minimum and maximum sentences for all sexual offences,https://petition.parliament.uk/petitions/577443,open,24084
Allow hospitality businesses to reclaim costs of the Digital Services Tax,https://petition.parliament.uk/petitions/577449,open,52
Make the spreading of misinformation about a civil or health crisis an offence,https://petition.parliament.uk/petitions/577457,open,58
Make flexible working requests available to all with presumption of approval,https://petition.parliament.uk/petitions/577459,open,38
"£20pw increase for Disabled and Pensioners, backdated to March 2020",https://petition.parliament.uk/petitions/577472,open,39
Lateral Flow Test (LFT) made compulsory in Secondary Schools for all.,https://petition.parliament.uk/petitions/577492,open,13
Legalise tandem mobility scooters in the UK,https://petition.parliament.uk/petitions/577506,open,17
Create a compensation scheme for remanded prisoners found not guilty,https://petition.parliament.uk/petitions/577516,open,254
Mandatory community service for litter droppers.,https://petition.parliament.uk/petitions/577555,open,27
Remove the otter’s protected species status,https://petition.parliament.uk/petitions/577582,open,5307
Bring Partner and Spouse Visa Requirements in Line with BNO Visas,https://petition.parliament.uk/petitions/577594,open,20
Fund NHS testing for adults with Dyslexia,https://petition.parliament.uk/petitions/577602,open,26
Make COVID-19 tests during quarantine free or optional,https://petition.parliament.uk/petitions/577612,open,74
Permanently increase Business Rates relief to 100% for all Charity Retail Shops,https://petition.parliament.uk/petitions/577617,open,9
Fund attachment aware and trauma informed training for elected politicians,https://petition.parliament.uk/petitions/577779,open,9
Prevent non-essential international travel for the rest of 2021,https://petition.parliament.uk/petitions/577817,open,52
The UK Government must implement a Constitutional Clarity Act,https://petition.parliament.uk/petitions/577829,open,217
Ban the use of face masks in schools,https://petition.parliament.uk/petitions/577831,open,38064
End the freeze on fuel duty and raise it to match or exceed inflation,https://petition.parliament.uk/petitions/577846,open,63
Grant all key workers indefinite leave to remain,https://petition.parliament.uk/petitions/577860,open,11
Allow parents to be exempt from Jury Service,https://petition.parliament.uk/petitions/577867,open,11
Get rid of Ofsted,https://petition.parliament.uk/petitions/577904,open,48
Leave the 1951 Refugee Convention and 1967 Protocol & revoke the Immigration Act,https://petition.parliament.uk/petitions/577927,open,12990
Extend deadline for filing 19/20 tax forms to qualify for 4th SEISS grant,https://petition.parliament.uk/petitions/577932,open,155
Make Post Study Work Visa Count Towards Settlement,https://petition.parliament.uk/petitions/577943,open,1873
Increase the minimum legal allocation of protected PPA time to 20%,https://petition.parliament.uk/petitions/578014,open,129
Create council tax exemptions and railway discounts for part-time students,https://petition.parliament.uk/petitions/578047,open,52
Make legal aid available to all victims of domestic abuse/coercive control,https://petition.parliament.uk/petitions/578066,open,101
Create a mandatory Financial Education subject at secondary,https://petition.parliament.uk/petitions/578070,open,19
Sign the Marine Arctic Peace Sanctuary Treaty,https://petition.parliament.uk/petitions/578073,open,35
Remove the VAT on Period Pants,https://petition.parliament.uk/petitions/578081,open,2815
Give all children the option of blended/online learning in the future,https://petition.parliament.uk/petitions/578087,open,1256
Give 2022/2023 GCSE students a choice between exams or teacher assessed grades,https://petition.parliament.uk/petitions/578115,open,35
Increase inclusion for and of disabled people in society,https://petition.parliament.uk/petitions/578132,open,54
Reciprocal agreement with the EU on the transfer of UK CAA Flight Crew Licences.,https://petition.parliament.uk/petitions/578133,open,10399
Create new requirements for breeding and selling dogs,https://petition.parliament.uk/petitions/578168,open,122
Make polyamorous marriages legal in England and Wales,https://petition.parliament.uk/petitions/578186,open,58
Give nurses a 5% pay rise and then 1% above inflation for the next 10 years,https://petition.parliament.uk/petitions/578246,open,34
Student Finance England loans to be interest free (future and existing),https://petition.parliament.uk/petitions/578285,open,18
Reduce the Tax exemption age for classic cars to 30 years.,https://petition.parliament.uk/petitions/578294,open,14755
"Pay a £10,000 Covid-19 'Thank you' bonus to all health and social care workers",https://petition.parliament.uk/petitions/578398,open,32
VALERIE'S LAW Compulsory Training for Agencies Supporting Black DV Victims,https://petition.parliament.uk/petitions/578416,open,31225
Make the removal of coarse fish illegal from rivers and waterways,https://petition.parliament.uk/petitions/578485,open,250
Allow E-scooters and Electric Skateboards in cycle lanes and on roads,https://petition.parliament.uk/petitions/578486,open,2055
End provision of agricultural subsidies for managed grouse moorland in England,https://petition.parliament.uk/petitions/578498,open,21
Make it compulsory to have a pregnancy test before having an IUD/“coil” fitted,https://petition.parliament.uk/petitions/578598,open,14
Ban Applied Behavioural Analysis for autistic people,https://petition.parliament.uk/petitions/578616,open,3055
Create a Gaelic Languages Act,https://petition.parliament.uk/petitions/578674,open,1298
To allow non-prescribed storage of Salbutamol Inhalers in Commercial Kitchens,https://petition.parliament.uk/petitions/578676,open,101895
"June 21st National Holiday, Every Year.",https://petition.parliament.uk/petitions/578730,open,11
Limit share of the media that can be held by individuals or companies,https://petition.parliament.uk/petitions/578734,open,198
Provide parents with babies/young kids with a badge for parent and child bays,https://petition.parliament.uk/petitions/578739,open,39
Provide dedicated funding for Mental Health day centres,https://petition.parliament.uk/petitions/578776,open,71
Impose sanctions on China for their treatment of practitioners of Falun Gong,https://petition.parliament.uk/petitions/578781,open,3812
Support the Turks and Caicos governments to police their borders,https://petition.parliament.uk/petitions/578791,open,19
Support commercial tenants with a rent fund and levy on landlords,https://petition.parliament.uk/petitions/578868,open,4669
Full pay for employees forced to isolate because of Covid 19,https://petition.parliament.uk/petitions/578891,open,25
"Require, by law, a basic level of training for all Planning Committee members.",https://petition.parliament.uk/petitions/578916,open,25
"Extend coverage of the UK's Hong Kong Visa Scheme, devise BNO citizenship plan",https://petition.parliament.uk/petitions/578983,open,56
Recognise Pagan handfasting as a legal form of marriage in England and Wales,https://petition.parliament.uk/petitions/578992,open,11162
Put a ban on factory farming,https://petition.parliament.uk/petitions/578999,open,2968
Make all restraining orders permanent,https://petition.parliament.uk/petitions/579026,open,1087
Stricter criteria before appointing individual with power of attorney,https://petition.parliament.uk/petitions/579036,open,27
"Personal safety alarms should be zero-rated goods, subject to 0% rate of VAT",https://petition.parliament.uk/petitions/579052,open,24
Add an extra hour to British Summer Time this year.,https://petition.parliament.uk/petitions/579101,open,21
Increase all harassment sentence limits (sexual and non),https://petition.parliament.uk/petitions/579111,open,31
Fund local councils to install more street lighting across the UK,https://petition.parliament.uk/petitions/579138,open,40
Fund covid test for all health care workers who returning from abroad to UK!,https://petition.parliament.uk/petitions/579148,open,93
Make it a legal requirement for Hospitality front of house to have a DBS check,https://petition.parliament.uk/petitions/579203,open,11
"Make the education of sexual consent, assault & rape compulsory in junior school",https://petition.parliament.uk/petitions/579211,open,76
Make verified ID a requirement for dating apps and sites,https://petition.parliament.uk/petitions/579260,open,28
Ban the use of animals as prizes at fairs and other events,https://petition.parliament.uk/petitions/579356,open,1357
Create a Police Code of Practice: Engaging with people with mental health issues,https://petition.parliament.uk/petitions/579379,open,14
