Petition,URL,State,Signatures Count
Protect the Environment – support carbon neutral energy alternatives,https://petition.parliament.uk/petitions/300000,open,1439
Give holiday caravan/lodge owners the same statutory protection as mobile homes.,https://petition.parliament.uk/petitions/300007,open,12428
"Fern’s Law: Compulsory to scan & check microchips to reunite stolen dogs, cats.",https://petition.parliament.uk/petitions/300010,open,97680
Sol’s Law – Create a new offence and tougher penalties for attacking animals. ,https://petition.parliament.uk/petitions/300015,open,1828
Return the Parthenon Marbles via the establishment of a new independent body,https://petition.parliament.uk/petitions/300016,open,279
Bring the pay scales of Crime Scene Investigators in line with police officers. ,https://petition.parliament.uk/petitions/300018,open,267
Revoke the Health and Social Care Act 2012 and renationalise the NHS,https://petition.parliament.uk/petitions/300019,open,27923
Prohibit MPs from voting in parliament when under the influence of alcohol,https://petition.parliament.uk/petitions/300021,open,368
Vets to scan prior to euthanasia for Rescue Back up and confirm keeper details,https://petition.parliament.uk/petitions/300025,open,56416
Hold a referendum on the post-2020 UK-EU relationship with option to rejoin EU,https://petition.parliament.uk/petitions/300026,open,5852
Fund research for childhood cancers with the worst survival rates,https://petition.parliament.uk/petitions/300027,open,108235
Repeal the Vagrancy Act of 1824,https://petition.parliament.uk/petitions/300029,open,85
Pay Carers an allowance equivalent to a fulltime job at the National Living wage,https://petition.parliament.uk/petitions/300032,open,17891
Fund Kuvan (sapropterin) on the NHS for people with PKU,https://petition.parliament.uk/petitions/300034,open,19527
Hold a referendum for devolution in the North of England,https://petition.parliament.uk/petitions/300039,open,64
Make it compulsory for all leisure centres to carry out checks under Sarah's law,https://petition.parliament.uk/petitions/300041,open,1346
Legal rights for ancient trees,https://petition.parliament.uk/petitions/300050,open,16529
"Require restaurants to show total prices, inclusive of service charges, in menus",https://petition.parliament.uk/petitions/300052,open,102
"Introduce a minimum sentence for carrying a knife, equal to carrying a firearm.",https://petition.parliament.uk/petitions/300054,open,17505
Coroners must be lawfully obligated to statistically record veteran suicides,https://petition.parliament.uk/petitions/300055,open,7843
Allow those who suffer from Coeliac Disease to join the Armed Forces,https://petition.parliament.uk/petitions/300056,open,317
Remove the East Anglia franchise from the Greater Anglia company,https://petition.parliament.uk/petitions/300057,open,332
"New ""UK Person"" status for nationals of countries that prohibit dual nationality",https://petition.parliament.uk/petitions/300058,open,581
Publish the Russia report,https://petition.parliament.uk/petitions/300059,open,104903
Make chronic kidney disease testing available for all new-borns. ,https://petition.parliament.uk/petitions/300061,open,692
Give consumers a statutory right to opt out of receiving paper correspondence,https://petition.parliament.uk/petitions/300064,open,42
Make the 6 Nations a culturally protected event.,https://petition.parliament.uk/petitions/300069,open,7624
Make pet theft crime a specific offence with custodial sentences.,https://petition.parliament.uk/petitions/300071,open,27930
Increase pay for NHS healthcare workers and recognise their work,https://petition.parliament.uk/petitions/300073,open,164211
"Change the law covering sale of services to preclude ""automatic renewal clause""",https://petition.parliament.uk/petitions/300074,open,126
Hold an inquiry into how the police handle historic sexual abuse cases.,https://petition.parliament.uk/petitions/300075,open,537
"Regulate wildlife food so it’s safer for our UK hedgehogs, mammals & birds",https://petition.parliament.uk/petitions/300077,open,1597
No capital gains tax on money used for social care fees,https://petition.parliament.uk/petitions/300078,open,15
Reduce student debt for student nurses and midwives,https://petition.parliament.uk/petitions/300079,open,5543
