Petition,URL,State,Signatures Count
Protect the Environment – support carbon neutral energy alternatives,https://petition.parliament.uk/petitions/300000,open,1208
Give holiday caravan/lodge owners the same statutory protection as mobile homes.,https://petition.parliament.uk/petitions/300007,open,11808
"Fern’s Law: Compulsory to scan & check microchips to reunite stolen dogs, cats.",https://petition.parliament.uk/petitions/300010,open,33373
Sol’s Law – Create a new offence and tougher penalties for attacking animals. ,https://petition.parliament.uk/petitions/300015,open,1692
Return the Parthenon Marbles via the establishment of a new independent body,https://petition.parliament.uk/petitions/300016,open,233
Bring the pay scales of Crime Scene Investigators in line with police officers. ,https://petition.parliament.uk/petitions/300018,open,262
Revoke the Health and Social Care Act 2012 and renationalise the NHS,https://petition.parliament.uk/petitions/300019,open,25747
Prohibit MPs from voting in parliament when under the influence of alcohol,https://petition.parliament.uk/petitions/300021,open,341
Vets to scan prior to euthanasia for Rescue Back up and confirm keeper details,https://petition.parliament.uk/petitions/300025,open,36327
Hold a referendum on the post-2020 UK-EU relationship with option to rejoin EU,https://petition.parliament.uk/petitions/300026,open,5664
Fund research for childhood cancers with the worst survival rates,https://petition.parliament.uk/petitions/300027,open,39962
Repeal the Vagrancy Act of 1824,https://petition.parliament.uk/petitions/300029,open,73
Pay Carers an allowance equivalent to a fulltime job at the National Living wage,https://petition.parliament.uk/petitions/300032,open,13180
Fund Kuvan (sapropterin) on the NHS for people with PKU,https://petition.parliament.uk/petitions/300034,open,18507
Hold a referendum for devolution in the North of England,https://petition.parliament.uk/petitions/300039,open,58
Make it compulsory for all leisure centres to carry out checks under Sarah's law,https://petition.parliament.uk/petitions/300041,open,1327
Legal rights for ancient trees,https://petition.parliament.uk/petitions/300050,open,9597
"Require restaurants to show total prices, inclusive of service charges, in menus",https://petition.parliament.uk/petitions/300052,open,101
"Introduce a minimum sentence for carrying a knife, equal to carrying a firearm.",https://petition.parliament.uk/petitions/300054,open,16114
Coroners must be lawfully obligated to statistically record veteran suicides,https://petition.parliament.uk/petitions/300055,open,7740
Allow those who suffer from Coeliac Disease to join the Armed Forces,https://petition.parliament.uk/petitions/300056,open,309
Remove the East Anglia franchise from the Greater Anglia company,https://petition.parliament.uk/petitions/300057,open,330
"New ""UK Person"" status for nationals of countries that prohibit dual nationality",https://petition.parliament.uk/petitions/300058,open,389
Publish the Russia report,https://petition.parliament.uk/petitions/300059,open,65002
Make chronic kidney disease testing available for all new-borns. ,https://petition.parliament.uk/petitions/300061,open,675
Give consumers a statutory right to opt out of receiving paper correspondence,https://petition.parliament.uk/petitions/300064,open,38
Make the 6 Nations a culturally protected event.,https://petition.parliament.uk/petitions/300069,open,7590
Make pet theft crime a specific offence with custodial sentences.,https://petition.parliament.uk/petitions/300071,open,23247
Increase pay for NHS healthcare workers and recognise their work,https://petition.parliament.uk/petitions/300073,open,158497
"Change the law covering sale of services to preclude ""automatic renewal clause""",https://petition.parliament.uk/petitions/300074,open,119
Hold an inquiry into how the police handle historic sexual abuse cases.,https://petition.parliament.uk/petitions/300075,open,481
"Regulate wildlife food so it’s safer for our UK hedgehogs, mammals & birds",https://petition.parliament.uk/petitions/300077,open,1477
No capital gains tax on money used for social care fees,https://petition.parliament.uk/petitions/300078,open,13
Reduce student debt for student nurses and midwives,https://petition.parliament.uk/petitions/300079,open,5310
End 'other children a paying parent supports' deductions to Child Maintenance.,https://petition.parliament.uk/petitions/300088,open,69
Give the British Nationals (Overseas) of Hong Kong full British citizenship.,https://petition.parliament.uk/petitions/300091,open,14275
MPs resigning or leaving their political party should trigger a by election. ,https://petition.parliament.uk/petitions/300092,open,118
"We call on DEFRA, to reinstate the ban on the use of metaldehyde slug pellets.",https://petition.parliament.uk/petitions/300098,open,6051
Make Hedgehogs a Protected Species,https://petition.parliament.uk/petitions/300100,open,46549
Introduce Mandatory Ethnicity Pay Gap Reporting,https://petition.parliament.uk/petitions/300105,open,82737
Suspend sanctions against Iran for the duration of the coronavirus pandemic,https://petition.parliament.uk/petitions/300109,open,14316
Schedule General Elections to be every 4 years.,https://petition.parliament.uk/petitions/300112,open,91
Sack South Western Railway and hand over running of South Western to TfL,https://petition.parliament.uk/petitions/300113,open,450
Make it an offence to create & distribute fakenews for political/financial gain,https://petition.parliament.uk/petitions/300115,open,363
Revoke the TV licence using legislation,https://petition.parliament.uk/petitions/300118,open,30805
Fund more school places for children with SEN,https://petition.parliament.uk/petitions/300119,open,302
Decrease the Foreign Aid budget once we have left the EU.,https://petition.parliament.uk/petitions/300120,open,316
Highway Code Rules 163 and 215 to be made law. Pass horses wide and slow. ,https://petition.parliament.uk/petitions/300122,open,27840
CANZUK: Enter talks with Australia to join the Trans-Tasman Travel Agreement,https://petition.parliament.uk/petitions/300123,open,546
Access Protection Markings to be Enforced by Law,https://petition.parliament.uk/petitions/300127,open,23
Review the National Curriculum for history & include the Holocaust as a subject,https://petition.parliament.uk/petitions/300133,open,77
The Legalisation of Euthanasia in the UK,https://petition.parliament.uk/petitions/300134,open,973
Don’t criminalise trespass,https://petition.parliament.uk/petitions/300139,open,18786
Impose sanctions on China over its treatment of Uyghur Muslims,https://petition.parliament.uk/petitions/300146,open,822
"Allow child benefit to be claimed on household income, not individual income.",https://petition.parliament.uk/petitions/300149,open,230
Ban all single use plastic,https://petition.parliament.uk/petitions/300152,open,1215
Stop the migration of people to Universal Credit,https://petition.parliament.uk/petitions/300154,open,67
Ban Smacking in England,https://petition.parliament.uk/petitions/300156,open,149
Call for Right to Appeal/Reverse DVSA Examiner’s Decisions on ALL Driving Tests,https://petition.parliament.uk/petitions/300157,open,28
"Ban pelagic trawlers, attach pingers to all boats, stop slaughter of dolphins.",https://petition.parliament.uk/petitions/300164,open,3478
Haydn's Law – All children 16 and under to wear a helmet when riding a bicycle,https://petition.parliament.uk/petitions/300165,open,3122
Repeal the 2013 and 2017 HS2 Hybrid Bills halting all HS2 works immediately.,https://petition.parliament.uk/petitions/300170,open,23326
Extend the Gambling Act to cover Loot Boxes,https://petition.parliament.uk/petitions/300171,open,5640
Publish new carbon budgets linked to the Paris Agreement and Climate Change Act,https://petition.parliament.uk/petitions/300178,open,1972
Equal (50/50) rights for both parents in the event of a separation.,https://petition.parliament.uk/petitions/300183,open,2110
Make it Law to Label Non-Religiously Slaughtered Meat Products.,https://petition.parliament.uk/petitions/300185,open,2287
Compulsory random drug testing to protect children and vulnerable adults,https://petition.parliament.uk/petitions/300188,open,50
"Ensure, where possible, government contracts are awarded to UK companies",https://petition.parliament.uk/petitions/300193,open,2837
Make the death penalty an option where intent to kill can be proven,https://petition.parliament.uk/petitions/300195,open,126
We ask the Government to have an NHS National Database Centre,https://petition.parliament.uk/petitions/300199,open,141
Make cannabis legal for recreational use for ages 21+,https://petition.parliament.uk/petitions/300201,open,6220
Parliament to protect housing benefit payments during Coronavirus.,https://petition.parliament.uk/petitions/300204,open,481
All halal and kosher certified products are to be prominently labelled as such.,https://petition.parliament.uk/petitions/300205,open,1314
Make nurseries exempt from business rates to support the childcare sector,https://petition.parliament.uk/petitions/300210,open,11146
Ban spitting in the street especially in light of the covid-19 threat,https://petition.parliament.uk/petitions/300213,open,102
Independent CCTV monitoring  in English abattoirs,https://petition.parliament.uk/petitions/300221,open,1208
Ban All Pheasant Shooting in England and The Rearing Of Game Birds For Shooting.,https://petition.parliament.uk/petitions/300222,open,296
Ban the live export of animals,https://petition.parliament.uk/petitions/300225,open,149
Require all broadband providers to support a common router standard,https://petition.parliament.uk/petitions/300226,open,94
Ban discrimination in private rental sector towards people on benefits.,https://petition.parliament.uk/petitions/300229,open,78
Review how Social Services operate and bring in procedures to protect parents,https://petition.parliament.uk/petitions/300231,open,1781
Make the legal age for social media users to 18+,https://petition.parliament.uk/petitions/300232,open,114
Release the Home Office's Grooming Gang Review in full,https://petition.parliament.uk/petitions/300239,open,128523
Pass law to ensure no unsaleable goods are destroyed but donated to good causes.,https://petition.parliament.uk/petitions/300242,open,296
Ban the advertising and endorsement of Internal Combustion Engine Vehicles.,https://petition.parliament.uk/petitions/300243,open,35
Replace the current press self regulatory system with a statutory regulator,https://petition.parliament.uk/petitions/300246,open,755
Help independent businesses creating regeneration in struggling High Streets.,https://petition.parliament.uk/petitions/300250,open,91
Introduce Human Trafficking into the secondary school curriculum,https://petition.parliament.uk/petitions/300256,open,46
Ban non-stun slaughter in the UK. ,https://petition.parliament.uk/petitions/300257,open,16637
Change the voting system from First Past The Post to Instant Runoff Voting,https://petition.parliament.uk/petitions/300258,open,57
Introduce the topic of Body Dysmorphic Disorder into the national curriculum.,https://petition.parliament.uk/petitions/300259,open,35
Remove MPs 'special' income tax exemption for accommodation expenses,https://petition.parliament.uk/petitions/300261,open,282
Change the Sexual Offences Act so women can be charged with rape against males,https://petition.parliament.uk/petitions/300270,open,22073
Increase salary for school teachers.,https://petition.parliament.uk/petitions/300271,open,121
Introduce a form of proportional representation for all UK elections,https://petition.parliament.uk/petitions/300274,open,3798
Reverse the decision to support new onshore wind farms,https://petition.parliament.uk/petitions/300276,open,534
Make General Elections bank holidays,https://petition.parliament.uk/petitions/300278,open,146
Add Environmental Conservation to the national curriculum for all schools,https://petition.parliament.uk/petitions/300279,open,266
Subject the Child Maintenance Service to review and ensure it's fit for purpose,https://petition.parliament.uk/petitions/300281,open,984
Introduce a minimum Wage (fee) for Gig-Economy Workers,https://petition.parliament.uk/petitions/300282,open,36
Ban all advertising for online gambling sites,https://petition.parliament.uk/petitions/300285,open,461
Run a nationwide information campaign to reduce roadside litter.,https://petition.parliament.uk/petitions/300286,open,399
Rejoin the EU under Article 49 TEU,https://petition.parliament.uk/petitions/300297,open,18370
Repeal the Fixed Term Parliaments Act.,https://petition.parliament.uk/petitions/300300,open,155
Restore the concept of Free Speech and abolish hate speech laws.,https://petition.parliament.uk/petitions/300305,open,192
Make the Life in the UK test questions more relevant to actual life in the UK.,https://petition.parliament.uk/petitions/300306,open,313
Call a Referendum on Irish Unity,https://petition.parliament.uk/petitions/300307,open,28
Fund the creation of a new hospital between Shrewsbury and Telford,https://petition.parliament.uk/petitions/300309,open,599
Grant cats the same status under the Road Traffic Act 1988 as dogs,https://petition.parliament.uk/petitions/300310,open,9281
Hold a referendum to scrap the UK's policy of Net Zero CO2 by 2050,https://petition.parliament.uk/petitions/300316,open,7175
Create a national database of people banned from keeping animals,https://petition.parliament.uk/petitions/300317,open,1902
Legislate on the use of Vegan labelling,https://petition.parliament.uk/petitions/300324,open,861
A motion for the introduction of a Digital Data Dividend (The DDD),https://petition.parliament.uk/petitions/300327,open,1216
"Make the licensing and monitoring of Animal rescues, compulsory.",https://petition.parliament.uk/petitions/300335,open,48
Include self-employed in statutory sick pay during Coronavirus,https://petition.parliament.uk/petitions/300336,open,697786
Appoint an Independent Ombudsman/Regulator for the Veterinary Profession.,https://petition.parliament.uk/petitions/300339,open,163
Raise national speed limit to 80 mph on motorways and dual carriageways,https://petition.parliament.uk/petitions/300342,open,54
Support British Food Producers by ensuring that marks of origin remain,https://petition.parliament.uk/petitions/300353,open,5515
Make it law that all local councils should have annual road checks in their area,https://petition.parliament.uk/petitions/300356,open,76
Make it mandatory for Police & CPS to provide counselling to ALL victims of CSA,https://petition.parliament.uk/petitions/300359,open,747
Make all parcel delivery businesses equip drivers with cameras,https://petition.parliament.uk/petitions/300362,open,44
Ban the use of peat in gardening and horticulture,https://petition.parliament.uk/petitions/300368,open,2799
Stop Minting 1p & 2p Coins ,https://petition.parliament.uk/petitions/300369,open,32
Add the British National Anthem to the National Curriculum,https://petition.parliament.uk/petitions/300371,open,1879
Abolish (or raise threshold on) luxury car tax for Ultra Low Emission Vehicles,https://petition.parliament.uk/petitions/300373,open,45
Give UK Citizens’ Family Equal Immigration Rights to that of EU Citizens’ Family,https://petition.parliament.uk/petitions/300377,open,40
Require employers to pay workers on a weekly basis.,https://petition.parliament.uk/petitions/300379,open,28
"Provide all nhs Staff with full pay, off sick, if they have coronavirus 19.",https://petition.parliament.uk/petitions/300380,open,200
Please allow veterinarians to use emergency lights when attending emergencies,https://petition.parliament.uk/petitions/300392,open,245
Abolish the House of Lords,https://petition.parliament.uk/petitions/300395,open,297
