Petition,URL,State,Signatures Count
Protect the Environment – support carbon neutral energy alternatives,https://petition.parliament.uk/petitions/300000,open,691
Give holiday caravan/lodge owners the same statutory protection as mobile homes.,https://petition.parliament.uk/petitions/300007,open,3680
"Fern’s Law: Compulsory to scan & check microchips to reunite stolen dogs, cats.",https://petition.parliament.uk/petitions/300010,open,15646
Sol’s Law – Create a new offence and tougher penalties for attacking animals. ,https://petition.parliament.uk/petitions/300015,open,1445
Return the Parthenon Marbles via the establishment of a new independent body,https://petition.parliament.uk/petitions/300016,open,165
Bring the pay scales of Crime Scene Investigators in line with police officers. ,https://petition.parliament.uk/petitions/300018,open,257
Revoke the Health and Social Care Act 2012 and renationalise the NHS,https://petition.parliament.uk/petitions/300019,open,11727
Prohibit MPs from voting in parliament when under the influence of alcohol,https://petition.parliament.uk/petitions/300021,open,266
Vets to scan prior to euthanasia for Rescue Back up and confirm keeper details,https://petition.parliament.uk/petitions/300025,open,19263
Hold a referendum on the post-2020 UK-EU relationship with option to rejoin EU,https://petition.parliament.uk/petitions/300026,open,3208
Fund research for childhood cancers with the worst survival rates,https://petition.parliament.uk/petitions/300027,open,19996
Repeal the Vagrancy Act of 1824,https://petition.parliament.uk/petitions/300029,open,51
Pay Carers an allowance equivalent to a fulltime job at the National Living wage,https://petition.parliament.uk/petitions/300032,open,8211
Fund Kuvan (sapropterin) on the NHS for people with PKU,https://petition.parliament.uk/petitions/300034,open,17556
Hold a referendum for devolution in the North of England,https://petition.parliament.uk/petitions/300039,open,41
Make it compulsory for all leisure centres to carry out checks under Sarah's law,https://petition.parliament.uk/petitions/300041,open,1224
Legal rights for ancient trees,https://petition.parliament.uk/petitions/300050,open,5740
"Require restaurants to show total prices, inclusive of service charges, in menus",https://petition.parliament.uk/petitions/300052,open,84
"Introduce a minimum sentence for carrying a knife, equal to carrying a firearm.",https://petition.parliament.uk/petitions/300054,open,14271
Coroners must be lawfully obligated to statistically record veteran suicides,https://petition.parliament.uk/petitions/300055,open,7569
Allow those who suffer from Coeliac Disease to join the Armed Forces,https://petition.parliament.uk/petitions/300056,open,249
Remove the East Anglia franchise from the Greater Anglia company,https://petition.parliament.uk/petitions/300057,open,323
"New ""UK Person"" status for nationals of countries that prohibit dual nationality",https://petition.parliament.uk/petitions/300058,open,333
Publish the Russia report,https://petition.parliament.uk/petitions/300059,open,54517
Make chronic kidney disease testing available for all new-borns. ,https://petition.parliament.uk/petitions/300061,open,654
Give consumers a statutory right to opt out of receiving paper correspondence,https://petition.parliament.uk/petitions/300064,open,33
Make the 6 Nations a culturally protected event.,https://petition.parliament.uk/petitions/300069,open,7458
Make pet theft crime a specific offence with custodial sentences.,https://petition.parliament.uk/petitions/300071,open,13850
Increase pay for NHS healthcare workers and recognise their work,https://petition.parliament.uk/petitions/300073,open,136255
"Change the law covering sale of services to preclude ""automatic renewal clause""",https://petition.parliament.uk/petitions/300074,open,97
Hold an inquiry into how the police handle historic sexual abuse cases.,https://petition.parliament.uk/petitions/300075,open,335
"Regulate wildlife food so it’s safer for our UK hedgehogs, mammals & birds",https://petition.parliament.uk/petitions/300077,open,1357
No capital gains tax on money used for social care fees,https://petition.parliament.uk/petitions/300078,open,11
Reduce student debt for student nurses and midwives,https://petition.parliament.uk/petitions/300079,open,4801
End 'other children a paying parent supports' deductions to Child Maintenance.,https://petition.parliament.uk/petitions/300088,open,64
Give the British Nationals (Overseas) of Hong Kong full British citizenship.,https://petition.parliament.uk/petitions/300091,open,5888
MPs resigning or leaving their political party should trigger a by election. ,https://petition.parliament.uk/petitions/300092,open,77
"We call on DEFRA, to reinstate the ban on the use of metaldehyde slug pellets.",https://petition.parliament.uk/petitions/300098,open,5189
Make Hedgehogs a Protected Species,https://petition.parliament.uk/petitions/300100,open,43591
Introduce Mandatory Ethnicity Pay Gap Reporting,https://petition.parliament.uk/petitions/300105,open,1269
Suspend sanctions against Iran for the duration of the coronavirus pandemic,https://petition.parliament.uk/petitions/300109,open,14150
Schedule General Elections to be every 4 years.,https://petition.parliament.uk/petitions/300112,open,78
Sack South Western Railway and hand over running of South Western to TfL,https://petition.parliament.uk/petitions/300113,open,444
Make it an offence to create & distribute fakenews for political/financial gain,https://petition.parliament.uk/petitions/300115,open,206
Revoke the TV licence using legislation,https://petition.parliament.uk/petitions/300118,open,6368
Fund more school places for children with SEN,https://petition.parliament.uk/petitions/300119,open,282
Decrease the Foreign Aid budget once we have left the EU.,https://petition.parliament.uk/petitions/300120,open,213
Highway Code Rules 163 and 215 to be made law. Pass horses wide and slow. ,https://petition.parliament.uk/petitions/300122,open,16787
CANZUK: Enter talks with Australia to join the Trans-Tasman Travel Agreement,https://petition.parliament.uk/petitions/300123,open,371
Access Protection Markings to be Enforced by Law,https://petition.parliament.uk/petitions/300127,open,22
Review the National Curriculum for history & include the Holocaust as a subject,https://petition.parliament.uk/petitions/300133,open,57
The Legalisation of Euthanasia in the UK,https://petition.parliament.uk/petitions/300134,open,790
Don’t criminalise trespass,https://petition.parliament.uk/petitions/300139,open,17319
Impose sanctions on China over its treatment of Uyghur Muslims,https://petition.parliament.uk/petitions/300146,open,350
"Allow child benefit to be claimed on household income, not individual income.",https://petition.parliament.uk/petitions/300149,open,164
Ban all single use plastic,https://petition.parliament.uk/petitions/300152,open,862
Stop the migration of people to Universal Credit,https://petition.parliament.uk/petitions/300154,open,50
Ban Smacking in England,https://petition.parliament.uk/petitions/300156,open,82
Call for Right to Appeal/Reverse DVSA Examiner’s Decisions on ALL Driving Tests,https://petition.parliament.uk/petitions/300157,open,23
"Ban pelagic trawlers, attach pingers to all boats, stop slaughter of dolphins.",https://petition.parliament.uk/petitions/300164,open,2768
Haydn's Law – All children 16 and under to wear a helmet when riding a bicycle,https://petition.parliament.uk/petitions/300165,open,2695
Repeal the 2013 and 2017 HS2 Hybrid Bills halting all HS2 works immediately.,https://petition.parliament.uk/petitions/300170,open,10534
Extend the Gambling Act to cover Loot Boxes,https://petition.parliament.uk/petitions/300171,open,2032
Publish new carbon budgets linked to the Paris Agreement and Climate Change Act,https://petition.parliament.uk/petitions/300178,open,1876
Equal (50/50) rights for both parents in the event of a separation.,https://petition.parliament.uk/petitions/300183,open,1137
Make it Law to Label Non-Religiously Slaughtered Meat Products.,https://petition.parliament.uk/petitions/300185,open,2023
Compulsory random drug testing to protect children and vulnerable adults,https://petition.parliament.uk/petitions/300188,open,45
"Ensure, where possible, government contracts are awarded to UK companies",https://petition.parliament.uk/petitions/300193,open,1122
Make the death penalty an option where intent to kill can be proven,https://petition.parliament.uk/petitions/300195,open,80
We ask the Government to have an NHS National Database Centre,https://petition.parliament.uk/petitions/300199,open,122
Make cannabis legal for recreational use for ages 21+,https://petition.parliament.uk/petitions/300201,open,1012
Parliament to protect housing benefit payments during Coronavirus.,https://petition.parliament.uk/petitions/300204,open,463
All halal and kosher certified products are to be prominently labelled as such.,https://petition.parliament.uk/petitions/300205,open,1111
Make nurseries exempt from business rates to support the childcare sector,https://petition.parliament.uk/petitions/300210,open,11059
Independent CCTV monitoring  in English abattoirs,https://petition.parliament.uk/petitions/300221,open,677
Ban All Pheasant Shooting in England and The Rearing Of Game Birds For Shooting.,https://petition.parliament.uk/petitions/300222,open,19
Ban the live export of animals,https://petition.parliament.uk/petitions/300225,open,52
Require all broadband providers to support a common router standard,https://petition.parliament.uk/petitions/300226,open,78
Ban discrimination in private rental sector towards people on benefits.,https://petition.parliament.uk/petitions/300229,open,59
Review how Social Services operate and bring in procedures to protect parents,https://petition.parliament.uk/petitions/300231,open,1095
Make the legal age for social media users to 18+,https://petition.parliament.uk/petitions/300232,open,87
Release the Home Office's Grooming Gang Review in full,https://petition.parliament.uk/petitions/300239,open,119886
Pass law to ensure no unsaleable goods are destroyed but donated to good causes.,https://petition.parliament.uk/petitions/300242,open,255
Ban the advertising and endorsement of Internal Combustion Engine Vehicles.,https://petition.parliament.uk/petitions/300243,open,26
Replace the current press self regulatory system with a statutory regulator,https://petition.parliament.uk/petitions/300246,open,670
Help independent businesses creating regeneration in struggling High Streets.,https://petition.parliament.uk/petitions/300250,open,89
Introduce Human Trafficking into the secondary school curriculum,https://petition.parliament.uk/petitions/300256,open,33
Ban non-stun slaughter in the UK. ,https://petition.parliament.uk/petitions/300257,open,5979
Change the voting system from First Past The Post to Instant Runoff Voting,https://petition.parliament.uk/petitions/300258,open,43
Introduce the topic of Body Dysmorphic Disorder into the national curriculum.,https://petition.parliament.uk/petitions/300259,open,26
Remove MPs 'special' income tax exemption for accommodation expenses,https://petition.parliament.uk/petitions/300261,open,124
Change the Sexual Offences Act so women can be charged with rape against males,https://petition.parliament.uk/petitions/300270,open,17348
Increase salary for school teachers.,https://petition.parliament.uk/petitions/300271,open,73
Introduce a form of proportional representation for all UK elections,https://petition.parliament.uk/petitions/300274,open,908
Reverse the decision to support new onshore wind farms,https://petition.parliament.uk/petitions/300276,open,494
Make General Elections bank holidays,https://petition.parliament.uk/petitions/300278,open,121
Add Environmental Conservation to the national curriculum for all schools,https://petition.parliament.uk/petitions/300279,open,214
Subject the Child Maintenance Service to review and ensure it's fit for purpose,https://petition.parliament.uk/petitions/300281,open,659
Introduce a minimum Wage (fee) for Gig-Economy Workers,https://petition.parliament.uk/petitions/300282,open,30
Ban all advertising for online gambling sites,https://petition.parliament.uk/petitions/300285,open,180
Run a nationwide information campaign to reduce roadside litter.,https://petition.parliament.uk/petitions/300286,open,321
Rejoin the EU under Article 49 TEU,https://petition.parliament.uk/petitions/300297,open,14018
Repeal the Fixed Term Parliaments Act.,https://petition.parliament.uk/petitions/300300,open,136
Restore the concept of Free Speech and abolish hate speech laws.,https://petition.parliament.uk/petitions/300305,open,117
Make the Life in the UK test questions more relevant to actual life in the UK.,https://petition.parliament.uk/petitions/300306,open,281
Call a Referendum on Irish Unity,https://petition.parliament.uk/petitions/300307,open,11
Fund the creation of a new hospital between Shrewsbury and Telford,https://petition.parliament.uk/petitions/300309,open,590
Grant cats the same status under the Road Traffic Act 1988 as dogs,https://petition.parliament.uk/petitions/300310,open,511
Hold a referendum to scrap the UK's policy of Net Zero CO2 by 2050,https://petition.parliament.uk/petitions/300316,open,6298
Create a national database of people banned from keeping animals,https://petition.parliament.uk/petitions/300317,open,1256
Legislate on the use of Vegan labelling,https://petition.parliament.uk/petitions/300324,open,802
A motion for the introduction of a Digital Data Dividend (The DDD),https://petition.parliament.uk/petitions/300327,open,1154
"Make the licensing and monitoring of Animal rescues, compulsory.",https://petition.parliament.uk/petitions/300335,open,34
Include self-employed in statutory sick pay during Coronavirus,https://petition.parliament.uk/petitions/300336,open,695796
Appoint an Independent Ombudsman/Regulator for the Veterinary Profession.,https://petition.parliament.uk/petitions/300339,open,131
Raise national speed limit to 80 mph on motorways and dual carriageways,https://petition.parliament.uk/petitions/300342,open,19
Support British Food Producers by ensuring that marks of origin remain,https://petition.parliament.uk/petitions/300353,open,116
